2024-01-18 22:50:40 UTC time; Aircraft: MM-670-19;  exp. wind estimation
Latitude [deg];Longitude [deg];Altitude AMSL [m];Temperature [dF];Dew Point [dF];Relative Humidity [perc];Air Pressure [hPa];Wind Speed [m/s];Wind direction [deg];Wind gusts [m/s];ct2 [log_{10}K^2m^{-2/3}];cn2 [log_{10}m^{-2/3}];Speed of Sound [m/s];Sound Damping [dB/100m];Refractivity [N];Refractivity Gradient [dN/km];Modified Refractivity [M];Modified Refractivity Gradient [dM/km];Latent Heat Flux [W/m^2];Sensible Heat Flux [W/m^2]
47.5733947;9.0468587;1177.9;20.74;18.14;89.74;873.9;5.5;49.2;6.0;0.1;0.0;327.4;13.8;271.1;-22.9;391.1;133.9;2.0;4.3
47.5733947;9.0468587;1180.5;20.72;18.12;89.74;873.7;5.5;49.7;6.0;0.5;0.0;327.4;13.8;271.0;-29.4;391.4;127.4;1.1;4.4
47.5733947;9.0468587;1182.6;20.70;18.10;89.75;873.4;5.5;49.8;6.0;0.5;0.0;327.4;13.8;270.9;-37.9;391.7;118.9;1.9;7.2
47.5733947;9.0468587;1185.6;20.66;18.06;89.76;873.0;5.4;50.1;5.9;0.5;0.0;327.4;13.8;270.8;-42.0;392.0;114.8;2.4;8.1
47.5733947;9.0468587;1187.6;20.65;18.05;89.72;872.8;5.4;49.7;5.9;1.7;0.0;327.4;13.8;270.7;-39.4;392.2;117.4;1.5;1.6
47.5733947;9.0468587;1190.5;20.64;18.03;89.68;872.5;5.4;49.6;5.9;1.0;0.0;327.4;13.8;270.6;-32.2;392.6;124.6;1.2;2.3
47.5733947;9.0468587;1192.9;20.62;18.00;89.67;872.2;5.4;49.4;5.9;0.5;0.0;327.3;13.8;270.5;-38.4;392.9;118.4;2.4;6.8
47.5733947;9.0468587;1195.3;20.57;17.97;89.73;871.9;5.3;49.5;5.8;0.1;0.0;327.3;13.8;270.5;-26.6;393.2;130.2;2.9;12.0
47.5733947;9.0468587;1197.9;20.51;17.94;89.84;871.7;5.3;49.9;5.8;0.4;0.0;327.3;13.8;270.4;-22.8;393.6;134.0;2.5;13.6
47.5733947;9.0468587;1200.5;20.48;17.92;89.87;871.4;5.3;50.2;5.7;0.4;0.0;327.3;13.8;270.3;-36.0;393.9;120.8;1.6;7.7
47.5733947;9.0468587;1202.9;20.47;17.89;89.81;871.1;5.3;50.3;5.7;2.0;0.0;327.3;13.8;270.2;-45.4;394.1;111.4;2.3;2.7
47.5733947;9.0468587;1205.3;20.46;17.88;89.80;870.8;5.3;50.3;5.8;0.7;0.0;327.3;13.8;270.1;-31.5;394.4;125.3;1.2;4.0
47.5733947;9.0468587;1207.9;20.42;17.85;89.83;870.6;5.3;50.3;5.7;0.0;0.0;327.3;13.8;270.0;-27.9;394.8;128.9;2.3;8.7
47.5733947;9.0468587;1210.5;20.39;17.81;89.80;870.3;5.3;50.1;5.7;0.3;0.0;327.3;13.8;269.9;-39.4;395.1;117.3;3.4;7.5
47.5733947;9.0468587;1212.6;20.36;17.79;89.82;870.0;5.2;49.9;5.7;0.2;0.0;327.3;13.8;269.9;-34.5;395.3;122.3;2.3;8.0
47.5733947;9.0468587;1215.4;20.34;17.75;89.74;869.7;5.2;50.1;5.7;1.2;0.0;327.3;13.7;269.7;-44.0;395.6;112.8;3.0;4.5
47.5733947;9.0468587;1217.5;20.34;17.72;89.66;869.5;5.2;50.7;5.6;0.9;0.0;327.2;13.7;269.7;-36.3;395.9;120.5;3.3;2.4
47.5733947;9.0468587;1220.5;20.32;17.69;89.61;869.2;5.2;50.7;5.6;0.3;0.0;327.2;13.7;269.6;-28.6;396.3;128.2;2.4;3.8
47.5733947;9.0468587;1222.9;20.29;17.65;89.57;868.9;5.2;50.2;5.6;1.0;0.0;327.2;13.7;269.5;-46.3;396.5;110.4;3.1;6.7
47.5733947;9.0468587;1225.3;20.26;17.62;89.57;868.6;5.2;50.0;5.6;0.3;0.0;327.2;13.7;269.4;-41.0;396.8;115.8;3.1;9.3
47.5733947;9.0468587;1227.9;20.22;17.59;89.60;868.4;5.1;50.6;5.6;0.1;0.0;327.2;13.7;269.3;-20.8;397.2;136.0;2.6;8.6
47.5733947;9.0468587;1230.4;20.21;17.56;89.51;868.1;5.1;51.1;5.6;0.8;0.0;327.2;13.7;269.2;-33.8;397.5;122.9;3.1;2.6
47.5733947;9.0468587;1232.9;20.19;17.52;89.45;867.8;5.1;51.9;5.6;1.4;0.0;327.2;13.7;269.1;-47.5;397.8;109.3;3.2;5.4
47.5733947;9.0468587;1235.3;20.17;17.48;89.40;867.5;5.1;53.2;5.5;1.2;0.0;327.2;13.7;269.0;-45.0;398.0;111.8;3.0;5.3
47.5733947;9.0468587;1238.0;20.14;17.45;89.38;867.2;5.0;54.2;5.5;0.1;0.0;327.2;13.7;268.9;-28.9;398.4;127.9;2.6;6.1
47.5733947;9.0468587;1240.6;20.11;17.42;89.35;867.0;5.0;54.6;5.4;0.1;0.0;327.2;13.7;268.8;-33.3;398.7;123.4;3.3;7.5
47.5733947;9.0468587;1242.9;20.08;17.39;89.37;866.7;5.0;54.7;5.4;0.2;0.0;327.2;13.7;268.8;-38.4;399.0;118.4;2.8;9.6
47.5733947;9.0468587;1245.3;20.05;17.35;89.36;866.4;4.9;54.6;5.4;0.1;0.0;327.1;13.7;268.7;-35.3;399.3;121.5;3.1;8.3
47.5733947;9.0468587;1247.9;20.01;17.32;89.37;866.2;4.9;54.5;5.3;0.1;0.0;327.1;13.7;268.6;-26.2;399.6;130.6;3.6;9.9
47.5733947;9.0468587;1250.4;19.98;17.29;89.40;865.9;4.8;54.6;5.3;0.2;0.0;327.1;13.7;268.5;-31.7;399.9;125.1;1.9;7.7
47.5733947;9.0468587;1252.9;19.95;17.26;89.35;865.6;4.8;54.8;5.3;1.3;0.0;327.1;13.6;268.4;-45.4;400.2;111.4;2.9;5.3
47.5733947;9.0468587;1255.3;19.92;17.22;89.32;865.3;4.7;54.8;5.3;0.3;0.0;327.1;13.6;268.3;-39.4;400.5;117.4;3.4;7.9
47.5733947;9.0468587;1258.4;19.89;17.18;89.30;865.0;4.7;55.6;5.2;0.1;0.0;327.1;13.6;268.2;-29.0;400.9;127.8;2.8;6.3
47.5733947;9.0468587;1260.4;19.88;17.16;89.26;864.8;4.7;56.2;5.1;1.2;0.0;327.1;13.6;268.2;-36.2;401.1;120.6;1.9;3.1
47.5733947;9.0468587;1263.5;19.85;17.14;89.29;864.5;4.6;56.7;5.1;0.3;0.0;327.1;13.6;268.1;-33.4;401.5;123.3;1.7;7.4
47.5733947;9.0468587;1265.4;19.81;17.11;89.34;864.3;4.6;57.1;5.1;0.0;0.0;327.1;13.6;268.0;-30.8;401.7;126.0;2.8;11.6
47.5733947;9.0468587;1267.9;19.78;17.08;89.34;864.0;4.6;57.4;5.1;0.0;0.0;327.1;13.6;267.9;-29.0;402.1;127.8;3.2;9.0
47.5733947;9.0468587;1270.6;19.75;17.05;89.32;863.7;4.6;58.0;5.1;0.4;0.0;327.0;13.6;267.8;-34.9;402.4;121.9;2.5;6.1
47.5733947;9.0468587;1272.5;19.72;17.03;89.35;863.5;4.6;59.0;5.1;0.3;0.0;327.0;13.6;267.8;-34.2;402.6;122.6;1.5;8.3
47.5733947;9.0468587;1275.4;19.68;17.00;89.39;863.2;4.6;60.2;5.0;0.1;0.0;327.0;13.6;267.7;-33.9;403.0;122.9;2.1;9.0
47.5733947;9.0468587;1277.5;19.66;16.97;89.38;863.0;4.6;60.5;5.0;0.1;0.0;327.0;13.6;267.6;-33.3;403.2;123.5;3.2;7.6
47.5733947;9.0468587;1280.6;19.62;16.94;89.39;862.7;4.5;60.1;5.0;0.1;0.0;327.0;13.6;267.5;-27.3;403.6;129.5;2.2;7.3
47.5733947;9.0468587;1283.1;19.60;16.92;89.38;862.4;4.4;59.5;5.0;1.3;0.0;327.0;13.6;267.4;-41.4;403.9;115.4;1.5;5.3
47.5733947;9.0468587;1285.5;19.59;16.89;89.35;862.1;4.4;58.7;4.9;1.1;0.0;327.0;13.5;267.3;-37.3;404.2;119.5;1.8;4.0
47.5733947;9.0468587;1288.0;19.57;16.86;89.30;861.8;4.3;58.3;4.8;0.6;0.0;327.0;13.5;267.2;-33.1;404.5;123.7;2.7;4.4
47.5733947;9.0468587;1290.7;19.55;16.83;89.25;861.5;4.2;58.3;4.8;1.8;0.0;327.0;13.5;267.1;-45.0;404.8;111.8;2.3;4.1
47.5733947;9.0468587;1293.2;19.52;16.80;89.24;861.1;4.2;58.6;4.7;1.0;0.0;327.0;13.5;267.0;-42.2;405.1;114.5;2.1;6.6
47.5733947;9.0468587;1295.4;19.51;16.78;89.21;860.9;4.1;59.2;4.7;0.8;0.0;327.0;13.5;266.9;-29.5;405.4;127.3;1.6;2.8
47.5733947;9.0468587;1298.1;19.48;16.76;89.24;860.7;4.1;59.3;4.7;0.1;0.0;327.0;13.5;266.9;-26.7;405.7;130.1;1.7;7.4
47.5733947;9.0468587;1300.7;19.45;16.73;89.23;860.4;4.0;59.7;4.6;0.1;0.0;326.9;13.5;266.8;-31.3;406.1;125.4;2.7;7.2
47.5733947;9.0468587;1303.0;19.43;16.70;89.19;860.1;4.0;60.1;4.6;1.1;0.0;326.9;13.5;266.7;-41.7;406.3;115.1;2.6;5.6
47.5733947;9.0468587;1305.2;19.40;16.68;89.22;859.9;3.9;60.4;4.6;0.1;0.0;326.9;13.5;266.6;-33.0;406.6;123.8;2.3;8.8
47.5733947;9.0468587;1307.7;19.39;16.65;89.18;859.6;3.9;60.7;4.5;1.5;0.0;326.9;13.5;266.5;-36.6;406.9;120.2;1.6;2.6
47.5733947;9.0468587;1310.4;19.36;16.63;89.17;859.3;3.8;60.7;4.5;0.9;0.0;326.9;13.5;266.4;-38.4;407.2;118.4;1.7;5.8
47.5733947;9.0468587;1313.0;19.34;16.60;89.15;858.9;3.8;61.1;4.5;0.8;0.0;326.9;13.5;266.3;-39.9;407.5;116.9;2.4;6.3
47.5733947;9.0468587;1315.3;19.33;16.57;89.10;858.7;3.8;62.0;4.5;1.5;0.0;326.9;13.5;266.2;-37.1;407.8;119.7;1.9;2.8
47.5733947;9.0468587;1317.7;19.31;16.55;89.10;858.5;3.7;64.0;4.5;0.1;0.0;326.9;13.5;266.2;-24.1;408.1;132.7;2.1;5.9
47.5733947;9.0468587;1320.5;19.27;16.52;89.11;858.3;3.7;64.6;4.4;0.0;0.0;326.9;13.5;266.1;-26.4;408.5;130.4;2.2;7.0
47.5733947;9.0468587;1323.0;19.26;16.49;89.08;857.9;3.6;64.4;4.4;1.6;0.0;326.9;13.5;266.0;-42.4;408.8;114.4;1.9;4.5
47.5733947;9.0468587;1325.4;19.23;16.47;89.09;857.6;3.6;63.7;4.3;0.7;0.0;326.9;13.4;265.9;-37.0;409.0;119.8;1.6;6.8
47.5733947;9.0468587;1328.1;19.21;16.45;89.09;857.4;3.6;64.4;4.2;0.2;0.0;326.9;13.4;265.8;-28.0;409.4;128.7;2.0;6.0
47.5733947;9.0468587;1330.8;19.21;16.42;88.97;857.0;3.6;64.9;4.2;3.6;0.0;326.9;13.4;265.7;-45.5;409.7;111.3;2.2;-0.0
47.5733947;9.0468587;1332.7;19.20;16.40;88.91;856.8;3.6;65.7;4.2;1.8;0.0;326.9;13.4;265.6;-36.9;409.9;119.8;2.1;1.7
47.5733947;9.0468587;1335.5;19.16;16.37;88.97;856.5;3.6;66.9;4.1;0.0;0.0;326.8;13.4;265.6;-28.3;410.3;128.5;1.7;8.8
47.5733947;9.0468587;1338.1;19.13;16.34;88.98;856.3;3.6;67.2;4.0;0.0;0.0;326.8;13.4;265.5;-26.9;410.6;129.9;2.5;7.9
47.5733947;9.0468587;1340.7;19.10;16.32;89.01;855.9;3.6;67.7;4.0;1.2;0.0;326.8;13.4;265.4;-42.6;410.9;114.2;1.2;7.3
47.5733947;9.0468587;1343.1;19.09;16.29;88.95;855.6;3.6;68.2;4.0;3.0;0.0;326.8;13.4;265.3;-47.8;411.2;109.0;2.0;2.7
47.5733947;9.0468587;1345.3;19.07;16.27;88.92;855.4;3.7;69.6;4.0;0.5;0.0;326.8;13.4;265.2;-29.4;411.5;127.4;1.9;4.3
47.5733947;9.0468587;1347.8;19.04;16.25;88.99;855.2;3.7;70.6;4.1;0.0;0.0;326.8;13.4;265.2;-20.1;411.8;136.7;1.6;9.0
47.5733947;9.0468587;1350.6;19.01;16.22;88.98;854.9;3.7;71.0;4.1;0.6;0.0;326.8;13.4;265.1;-33.9;412.1;122.9;2.1;5.8
47.5733947;9.0468587;1353.1;18.98;16.20;89.01;854.6;3.7;71.3;4.1;0.4;0.0;326.8;13.4;265.0;-34.4;412.5;122.4;1.4;7.6
47.5733947;9.0468587;1355.5;18.97;16.18;88.98;854.4;3.7;71.7;4.1;0.5;0.0;326.8;13.4;264.9;-24.9;412.8;131.9;1.7;2.7
47.5733947;9.0468587;1358.5;18.95;16.14;88.89;854.0;3.8;72.3;4.1;2.0;0.0;326.8;13.4;264.8;-43.3;413.1;113.5;2.6;3.2
47.5733947;9.0468587;1360.5;18.93;16.12;88.89;853.7;3.8;72.7;4.1;1.0;0.0;326.8;13.4;264.7;-44.2;413.3;112.6;2.3;7.7
47.5733947;9.0468587;1363.5;18.91;16.09;88.86;853.4;3.8;73.0;4.1;1.1;0.0;326.8;13.3;264.6;-35.1;413.7;121.7;1.5;4.3
47.5733947;9.0468587;1365.4;18.88;16.08;88.89;853.3;3.8;73.2;4.1;0.0;0.0;326.7;13.3;264.5;-21.1;414.0;135.6;2.0;8.5
47.5733947;9.0468587;1368.0;18.87;16.05;88.84;853.1;3.7;73.0;4.1;0.4;0.0;326.7;13.3;264.5;-27.8;414.3;129.0;2.6;3.6
47.5733947;9.0468587;1370.8;18.86;16.01;88.75;852.7;3.7;72.7;4.0;3.1;0.0;326.7;13.3;264.3;-47.0;414.6;109.8;2.3;2.3
47.5733947;9.0468587;1373.2;18.83;15.99;88.78;852.3;3.7;72.6;4.0;1.0;0.0;326.7;13.3;264.2;-42.1;414.9;114.7;1.4;8.0
47.5733947;9.0468587;1375.5;18.80;15.97;88.81;852.1;3.6;73.0;4.0;0.1;0.0;326.7;13.3;264.2;-25.0;415.2;131.8;1.6;6.9
47.5733947;9.0468587;1378.0;18.77;15.95;88.85;851.9;3.6;73.7;4.0;0.0;0.0;326.7;13.3;264.1;-21.6;415.5;135.2;1.8;8.2
47.5733947;9.0468587;1380.6;18.74;15.92;88.82;851.7;3.6;74.4;4.0;0.6;0.0;326.7;13.3;264.0;-35.0;415.8;121.8;2.4;5.6
47.5733947;9.0468587;1383.0;18.72;15.90;88.81;851.3;3.6;74.7;4.0;1.3;0.0;326.7;13.3;263.9;-39.3;416.1;117.5;1.7;5.2
47.5733947;9.0468587;1385.4;18.69;15.87;88.84;851.1;3.6;75.6;4.0;0.1;0.0;326.7;13.3;263.9;-29.5;416.4;127.2;2.0;8.0
47.5733947;9.0468587;1387.9;18.67;15.85;88.83;850.8;3.5;75.9;3.9;0.4;0.0;326.7;13.3;263.8;-33.0;416.7;123.8;2.1;6.4
47.5733947;9.0468587;1390.5;18.64;15.81;88.80;850.5;3.5;76.4;3.9;1.4;0.0;326.7;13.3;263.7;-43.9;417.0;112.9;2.5;6.2
47.5733947;9.0468587;1392.9;18.61;15.79;88.83;850.2;3.5;76.9;3.9;0.5;0.0;326.6;13.3;263.6;-35.4;417.3;121.4;1.5;7.8
47.5733947;9.0468587;1395.3;18.59;15.77;88.84;850.0;3.5;77.2;3.9;0.2;0.0;326.6;13.3;263.5;-24.7;417.6;132.1;1.4;5.4
47.5733947;9.0468587;1397.7;18.58;15.75;88.76;849.8;3.4;77.7;3.9;1.3;0.0;326.6;13.2;263.5;-33.7;417.9;123.1;2.4;2.0
47.5733947;9.0468587;1400.4;18.55;15.72;88.81;849.4;3.4;78.3;3.9;0.6;0.0;326.6;13.2;263.4;-37.4;418.3;119.4;1.3;8.1
47.5733947;9.0468587;1403.0;18.52;15.70;88.81;849.0;3.4;78.9;3.9;1.3;0.0;326.6;13.2;263.2;-42.6;418.6;114.2;1.7;6.7
47.5733947;9.0468587;1405.5;18.49;15.67;88.83;848.8;3.3;80.0;3.8;0.4;0.0;326.6;13.2;263.2;-32.2;418.9;124.5;1.7;6.4
47.5733947;9.0468587;1408.0;18.47;15.65;88.84;848.6;3.3;81.1;3.6;0.0;0.0;326.6;13.2;263.1;-22.4;419.2;134.4;1.8;6.4
47.5733947;9.0468587;1410.6;18.47;15.62;88.73;848.3;3.3;81.8;3.5;2.9;0.0;326.6;13.2;263.0;-39.3;419.5;117.5;2.2;-0.0
47.5733947;9.0468587;1412.6;18.45;15.60;88.71;848.1;3.2;82.4;3.4;1.4;0.0;326.6;13.2;262.9;-38.3;419.7;118.5;1.7;4.8
47.5733947;9.0468587;1415.4;18.42;15.58;88.75;847.7;3.2;83.0;3.4;0.5;0.0;326.6;13.2;262.8;-32.3;420.1;124.4;1.0;6.8
47.5733947;9.0468587;1417.3;18.41;15.56;88.74;847.5;3.1;83.9;3.4;0.8;0.0;326.6;13.2;262.8;-34.0;420.3;122.8;1.9;5.0
47.5733947;9.0468587;1420.4;18.37;15.53;88.75;847.2;3.1;84.9;3.4;0.2;0.0;326.6;13.2;262.7;-29.2;420.7;127.6;2.1;7.1
47.5733947;9.0468587;1423.0;18.34;15.51;88.76;846.9;3.1;86.0;3.4;1.1;0.0;326.6;13.2;262.6;-38.0;421.0;118.8;1.4;6.2
47.5733947;9.0468587;1425.4;18.34;15.49;88.69;846.6;3.1;87.2;3.4;3.0;0.0;326.6;13.2;262.5;-37.4;421.3;119.3;1.4;-0.0
47.5733947;9.0468587;1427.8;18.32;15.47;88.69;846.4;3.1;87.7;3.4;0.2;0.0;326.5;13.2;262.4;-25.5;421.6;131.2;1.8;5.9
47.5733947;9.0468587;1430.5;18.29;15.44;88.69;846.2;3.1;87.7;3.3;0.3;0.0;326.5;13.2;262.3;-33.3;422.0;123.5;2.4;7.1
47.5733947;9.0468587;1432.6;18.28;15.41;88.62;845.9;3.1;87.9;3.3;2.0;0.0;326.5;13.2;262.3;-38.5;422.2;118.3;2.4;2.2
47.5733947;9.0468587;1435.5;18.26;15.38;88.61;845.6;3.0;89.0;3.2;1.1;0.0;326.5;13.1;262.2;-36.5;422.6;120.3;1.6;5.5
47.5733947;9.0468587;1437.6;18.23;15.37;88.64;845.4;3.0;89.7;3.2;0.2;0.0;326.5;13.1;262.1;-30.2;422.8;126.5;1.4;7.8
47.5733947;9.0468587;1440.6;18.20;15.34;88.69;845.1;3.0;90.1;3.2;0.1;0.0;326.5;13.1;262.0;-27.6;423.2;129.2;1.4;7.2
47.5733947;9.0468587;1443.1;18.17;15.32;88.69;844.7;3.0;90.5;3.2;1.2;0.0;326.5;13.1;261.9;-40.1;423.5;116.7;1.7;6.5
47.5733947;9.0468587;1445.5;18.15;15.30;88.68;844.5;3.0;91.4;3.2;0.6;0.0;326.5;13.1;261.8;-31.9;423.8;124.9;1.8;5.3
47.5733947;9.0468587;1448.1;18.13;15.27;88.66;844.2;3.0;92.8;3.2;0.7;0.0;326.5;13.1;261.7;-32.3;424.1;124.5;2.0;4.9
47.5733947;9.0468587;1450.6;18.11;15.24;88.64;843.8;3.0;93.5;3.2;2.4;0.0;326.5;13.1;261.6;-45.1;424.4;111.7;1.6;4.9
47.5733947;9.0468587;1452.6;18.08;15.22;88.64;843.6;3.0;93.8;3.2;0.6;0.0;326.5;13.1;261.6;-38.1;424.6;118.7;2.3;7.9
47.5733947;9.0468587;1455.5;18.07;15.19;88.57;843.4;2.9;93.6;3.1;0.2;0.0;326.5;13.1;261.5;-23.2;425.0;133.6;2.6;3.3
47.5733947;9.0468587;1457.4;18.06;15.17;88.54;843.2;2.9;92.9;3.1;0.9;0.0;326.5;13.1;261.4;-30.3;425.3;126.5;1.7;3.3
47.5733947;9.0468587;1460.5;18.02;15.14;88.59;842.9;2.8;93.1;3.0;0.4;0.0;326.4;13.1;261.3;-34.2;425.7;122.5;1.7;8.2
47.5733947;9.0468587;1463.0;17.98;15.11;88.60;842.5;2.8;93.2;3.0;1.3;0.0;326.4;13.1;261.2;-43.1;425.9;113.7;1.7;7.5
47.5733947;9.0468587;1465.4;17.96;15.09;88.60;842.3;2.8;93.1;2.9;0.3;0.0;326.4;13.1;261.1;-31.7;426.2;125.1;2.1;6.7
47.5733947;9.0468587;1467.8;17.94;15.07;88.58;842.1;2.8;93.5;3.0;0.5;0.0;326.4;13.0;261.1;-25.7;426.6;131.1;1.6;3.9
47.5733947;9.0468587;1470.4;17.90;15.04;88.66;841.8;2.8;93.6;3.0;0.1;0.0;326.4;13.0;261.0;-22.2;426.9;134.6;1.9;10.8
47.5733947;9.0468587;1472.5;17.86;15.02;88.70;841.6;2.8;93.3;3.0;0.0;0.0;326.4;13.0;261.0;-28.7;427.2;128.1;2.5;10.8
47.5733947;9.0468587;1475.3;17.84;14.98;88.65;841.3;2.8;93.3;3.0;2.2;0.0;326.4;13.0;260.8;-43.5;427.5;113.3;2.1;4.4
47.5733947;9.0468587;1477.4;17.82;14.97;88.69;841.0;2.9;93.9;3.1;0.9;0.0;326.4;13.0;260.8;-37.9;427.7;118.9;1.2;7.7
47.5733947;9.0468587;1480.5;17.79;14.94;88.68;840.6;2.9;94.8;3.1;1.2;0.0;326.4;13.0;260.7;-36.5;428.1;120.3;1.6;5.1
47.5733947;9.0468587;1482.6;17.77;14.91;88.65;840.4;2.9;95.2;3.1;0.6;0.0;326.4;13.0;260.6;-34.4;428.4;122.4;2.4;6.0
47.5733947;9.0468587;1485.5;17.73;14.88;88.67;840.2;2.9;95.8;3.1;0.1;0.0;326.3;13.0;260.5;-20.4;428.8;136.4;2.5;8.1
47.5733947;9.0468587;1487.5;17.71;14.86;88.67;840.0;2.9;95.8;3.1;0.4;0.0;326.3;13.0;260.5;-30.0;429.0;126.8;1.9;5.6
47.5733947;9.0468587;1490.5;17.69;14.83;88.65;839.7;2.9;95.9;3.1;0.9;0.0;326.3;13.0;260.4;-33.4;429.4;123.4;1.7;5.1
47.5733947;9.0468587;1492.6;17.66;14.81;88.68;839.4;2.8;95.8;3.1;0.6;0.0;326.3;13.0;260.3;-34.5;429.6;122.3;1.3;7.6
47.5733947;9.0468587;1495.5;17.64;14.78;88.67;839.1;2.8;95.3;3.1;1.0;0.0;326.3;13.0;260.2;-36.3;430.0;120.5;1.9;5.5
47.5733947;9.0468587;1497.4;17.63;14.76;88.61;838.9;2.9;94.7;3.1;1.9;0.0;326.3;12.9;260.1;-34.0;430.2;122.8;2.0;1.7
47.5733947;9.0468587;1500.5;17.59;14.74;88.67;838.6;2.9;94.4;3.2;0.2;0.0;326.3;12.9;260.0;-28.0;430.6;128.8;1.2;7.6
47.5733947;9.0468587;1503.2;17.56;14.72;88.70;838.3;2.9;94.5;3.2;0.6;0.0;326.3;12.9;259.9;-35.9;430.9;120.9;1.6;7.6
47.5733947;9.0468587;1505.6;17.52;14.69;88.76;838.0;2.9;95.6;3.2;0.0;0.0;326.3;12.9;259.9;-32.1;431.2;124.7;1.9;10.6
47.5733947;9.0468587;1507.4;17.50;14.68;88.79;837.8;3.0;96.7;3.2;0.7;0.0;326.3;12.9;259.8;-33.3;431.5;123.5;0.8;6.7
47.5733947;9.0468587;1510.5;17.47;14.65;88.79;837.5;3.0;96.8;3.2;0.4;0.0;326.3;12.9;259.7;-26.8;431.9;130.0;1.6;5.1
47.5733947;9.0468587;1512.7;17.46;14.63;88.74;837.3;3.0;96.8;3.2;1.0;0.0;326.2;12.9;259.6;-29.6;432.2;127.2;2.1;2.9
47.5733947;9.0468587;1515.5;17.44;14.60;88.71;837.0;3.0;96.7;3.2;1.8;0.0;326.2;12.9;259.5;-38.6;432.5;118.2;1.7;4.5
47.5733947;9.0468587;1517.9;17.43;14.58;88.65;836.6;3.0;96.8;3.3;3.2;0.0;326.2;12.9;259.4;-43.0;432.8;113.8;1.7;2.6
47.5733947;9.0468587;1520.5;17.41;14.56;88.65;836.4;3.0;97.1;3.3;0.9;0.0;326.2;12.9;259.4;-31.9;433.1;124.9;1.3;4.9
47.5733947;9.0468587;1523.1;17.37;14.54;88.70;836.1;3.0;97.4;3.4;0.2;0.0;326.2;12.9;259.3;-31.0;433.4;125.8;1.5;8.2
47.5733947;9.0468587;1525.6;17.35;14.50;88.65;835.8;3.0;97.8;3.3;1.4;0.0;326.2;12.9;259.2;-39.8;433.7;117.0;2.6;5.2
47.5733947;9.0468587;1528.0;17.32;14.48;88.70;835.5;3.0;97.3;3.3;0.1;0.0;326.2;12.9;259.1;-27.6;434.0;129.2;1.3;7.9
47.5733947;9.0468587;1530.4;17.30;14.46;88.71;835.4;3.0;96.9;3.3;0.0;0.0;326.2;12.8;259.1;-22.4;434.3;134.4;1.7;6.4
47.5733947;9.0468587;1532.9;17.30;14.44;88.62;835.1;3.1;97.0;3.3;3.1;0.0;326.2;12.8;259.0;-35.9;434.6;120.9;1.8;-0.0
47.5733947;9.0468587;1535.4;17.26;14.42;88.68;834.8;3.1;97.1;3.3;0.2;0.0;326.2;12.8;258.9;-30.6;435.0;126.2;1.2;8.9
47.5733947;9.0468587;1537.5;17.24;14.40;88.71;834.6;3.1;97.1;3.3;0.6;0.0;326.2;12.8;258.8;-35.4;435.2;121.4;1.5;7.5
47.5733947;9.0468587;1540.5;17.24;14.37;88.59;834.2;3.1;97.2;3.3;3.8;0.0;326.2;12.8;258.7;-39.4;435.6;117.4;1.8;-0.0
47.5733947;9.0468587;1543.1;17.22;14.34;88.55;834.0;3.1;97.2;3.3;1.1;0.0;326.2;12.8;258.6;-31.6;435.9;125.2;1.7;3.7
47.5733947;9.0468587;1545.5;17.18;14.32;88.62;833.7;3.1;97.1;3.3;0.0;0.0;326.1;12.8;258.5;-27.7;436.2;129.1;1.7;10.5
47.5733947;9.0468587;1547.5;17.15;14.30;88.63;833.5;3.1;96.0;3.3;0.8;0.0;326.1;12.8;258.5;-38.9;436.4;117.9;2.1;8.0
47.5733947;9.0468587;1550.5;17.14;14.27;88.55;833.2;3.1;95.4;3.3;1.5;0.0;326.1;12.8;258.4;-31.7;436.8;125.1;2.0;2.1
47.5733947;9.0468587;1552.6;17.13;14.24;88.50;833.0;3.1;94.5;3.2;1.8;0.0;326.1;12.8;258.3;-35.6;437.1;121.2;2.0;3.1
47.5733947;9.0468587;1555.4;17.09;14.22;88.57;832.6;3.0;93.3;3.2;0.9;0.0;326.1;12.8;258.2;-38.8;437.4;118.0;0.9;8.7
47.5733947;9.0468587;1557.5;17.08;14.21;88.58;832.4;3.0;91.2;3.2;1.3;0.0;326.1;12.8;258.1;-28.4;437.7;128.4;0.4;3.1
47.5733947;9.0468587;1560.6;17.06;14.19;88.57;832.1;3.0;90.2;3.2;0.9;0.0;326.1;12.8;258.0;-29.4;438.1;127.4;1.2;4.0
47.5733947;9.0468587;1562.7;17.04;14.17;88.58;831.8;3.0;89.2;3.3;0.7;0.0;326.1;12.7;258.0;-36.2;438.3;120.6;1.8;7.4
47.5733947;9.0468587;1565.6;17.01;14.14;88.60;831.5;3.0;88.7;3.3;0.5;0.0;326.1;12.7;257.9;-30.7;438.7;126.1;1.6;6.5
47.5733947;9.0468587;1567.5;16.98;14.13;88.61;831.3;3.1;89.1;3.4;0.6;0.0;326.1;12.7;257.8;-32.0;438.9;124.8;1.4;6.5
47.5733947;9.0468587;1570.5;16.97;14.10;88.57;831.0;3.1;89.0;3.4;1.1;0.0;326.1;12.7;257.7;-31.7;439.3;125.1;1.8;3.6
47.5733947;9.0468587;1572.5;16.95;14.07;88.54;830.8;3.1;89.3;3.4;1.0;0.0;326.1;12.7;257.6;-35.0;439.5;121.8;2.2;5.4
